recipe_name,recipe_CompletePicture_url,recipeProcess_pictures_url,recipe_process,recipe_stuff,recipe_stuff_count,recipe_StuffCountUnit
토마토스프파스타,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00385_2.png,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00385_01.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00385_02.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00385_03.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00385_04.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00385_05.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00385_06.png']","['1. 토마토홀과 토마토는 송송 다져주고, 마늘,\n양파를 냄비에서 볶은 후 믹서에 갈아 토마토\n스프를 만들어준다.', '2. 만들어진 스프를 볶아서 신맛을 날려준다.', '3. 먹물파스타면은 삶은 뒤 오일에 버무려주고\n볶아준다.', '4. 양파, 애호박, 가지, 2가지색 파프리카를 먹기\n좋게 잘라 팬에 볶아준다.', '5. 접시에 볶아진 채소와 파스타면을 서로 다시\n볶아준다.', '6. 치즈를 곱게 다져주고 접시에 파스타면을\n올린 뒤, 토마토스프와 치즈가루를 뿌려 완성\n한다.']","['홀토마토', '토마토', '다진양파', '다진마늘', '먹물파스타', '치즈 25g파슬리가루', '함초소금', '올리브오일', '양파', '가지', '2가지색 파프리카', '애호박']","['200', '100', '30', '20', '25', '1', '1', '30', '20', '20', '20', '20']","['g', 'g', 'g', 'g', 'g', 'g', 'g', '개', 'g', 'g', 'g', 'g']"
다이어트국수,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00386_2.png,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00386_01.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00386_02.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00386_03.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00386_04.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00386_05.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00386_06.png']","['1. 양파, 당근, 오이는 채 썰어준다.', '2. 열무 물김치와 탄산수, 어간장을 넣어 국수\n국물을 만들어준다.', '3. 달걀은 삶아준다.', '4. 실곤약은 삶을 때 레몬즙을 넣어서 곤약의\n특이한 냄새를 제거한다.', '5. 물기를 제거한 곤약에 어간장을 넣어 밑간을\n해준다.', '6. 그릇에 담고 국물을 부어주고, 채소와 달걀을\n곁들여 완성한다.']","['실곤약', '물김치국물', '오이', '달걀', '당근', '양파', '통깨', '레몬즙 15g탄산수', '어간장']","['200', '200', '25', '1', '20', '50', '3', '50', '5']","['g', 'g', 'g', '개', 'g', 'g', 'g', 'g', 'g']"
오징어구이,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00387_2.png,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00387_01.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00387_02.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00387_03.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00387_04.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00387_05.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00387_06.png']","['1. 오징어는 솔방울 모양으로 잘라준다.', '2. 미니 파프리카, 양파, 청홍고추는 적당한\n크기로 잘라준다.', '3. 다진마늘을 볶다가 오징어를 넣어 볶는다.', '4. 홀토마토와 양념장 재료를 넣어 볶는다.', '5. 팬을 약간 태우는 듯 해서 불맛과 매운맛을\n더해준다.', '6. 접시에 담아주고 볶은 현미를 뿌려 완성한다.']","['오징어', '미니파프리카', '양파', '청고추', '홍고추', '다진마늘', '고춧가루', '홀토마토', '고추장', '설탕 15g올리고당', '후추', '참기름', '볶은 현미']","['300', '40', '50', '15', '15', '15', '15', '50', '15', '15', '1', '15', '15']","['g', 'g', 'g', 'g', '개', 'g', 'g', 'g', 'g', 'g', 'g', '개', 'g']"
배숙구이,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00388_2.png,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00388_01.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00388_02.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00388_03.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00388_04.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00388_05.png']","['1. 뚜껑을 만들 배의 윗동을 자르고, 수저로\n배 속을 판다.', '2. 탄산수와 생강청을 미리 30분 전에 섞어준다.', '3. 방울토마토를 먹기 좋게 잘라준 후 속을 파낸\n배에 후르츠 칵테일과 방울토마토를 넣어준다.', '4. 과일로 채워진 배에 미리 만든 생강탄산수를\n부어준다.', '5. 배를 뚜껑을 덮어 호일로 싼 후 팬에 구워준다.']","['배', '후르츠칵테일', '생강청', '방울토마토', '탄산수']","['750', '150', '50', '60', '200']","['g', 'g', 'g', 'g', 'g']"
웰빙스테이크,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00389_2.png,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00389_01.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00389_02.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00389_03.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00389_04.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00389_05.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00389_06.png']","['1. 쇠고기는 칼집을 살짝 넣어준 후 건 바질을\n뿌려 1시간 정도 숙성시킨다.', '2. 감자는 껍질을 벗긴 후 먹기 좋게 잘라 뜨거운\n물에 70% 정도 익혀준다.', '3. 익혀준 감자를 버터를 살짝 바른 후 팬에\n파슬리가루를 뿌려 구워준다.', '4. 시금치는 데쳐내 물기를 제거하고 다진 양파와\n함께 버터에 볶아준다.', '5. 사과는 사방 1cm 크기로 자른 후 레몬즙을\n살짝 뿌려준 후 버터에 볶아 소스를 만들어\n준다.', '6. 숙성된 소고기를 팬에 구워주고 곁들이 채소와\n소스를 완성한다.']","['쇠고기등심', '시금치', '마늘', '양파', '건바질 2g감자', '레몬', '파슬리가루', '르네디종 홀그레인머스터', '사과', '버터']","['240', '50', '15', '50', '60', '25', '1', '15', '80', '15']","['g', 'g', 'g', 'g', 'g', 'g', '개', 'g', 'g', 'g']"
오징어콩순대,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00390_2.png,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00390_01.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00390_02.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00390_03.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00390_04.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00390_05.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00390_06.png']","['1. 오징어는 내장을 빼서 흐르는 물에 깨끗이\n씻은 후, 다리는 송송 다져주고 레몬즙을\n살짝 뿌려준다.', '2. 강낭콩은 먼저 삶아준다.', '3. 피망, 당근, 양파, 대파, 파프리카는 송송\n다져준다.', '4. 잘라준 오징어다리는 다진마늘과 살짝\n볶아준다.', '5. 볼에 귀리밥을 넣고 카레가루를 넣고 모든\n재료를 섞어 소 재료를 만든다.', '6. 오징어 안쪽에 밀가루를 묻혀주고 소를 채워\n팬에 구워준다.']","['오징어', '옥수수', '귀리밥', '강낭콩 20g당근', '미니파프리카', '피망', '대파', '양파 25g카레가루', '흰후추', '다진마늘', '참기름', '밀가루', '레몬즙']","['1', '30', '50', '20', '20', '20', '10', '25', '1', '5', '15', '15', '15']","['개', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
토마토소고기장조림,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00391_2.png,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00391_01.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00391_02.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00391_03.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00391_04.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00391_05.png']","['1. 소고기는 사방 2cm 정도의 크기로 잘라서\n물에서 80% 정도까지 익혀준 후 냉수에\n깨끗하게 세척해 준다.', '2. 양파는 먹기 좋게 자르고 물 400g과 함께\n간장 물을 만들어준다.', '3. 간장 물에 데쳐 놓은 소고기부터 졸여주기\n시작한다.', '4. 메추리알을 넣고 함께 졸여준다.', '5. 방울토마토, 양파, 마늘, 꽈리고추까지 넣고\n마지막으로 졸여준다.']","['소고기 우둔살', '메추리알', '방울토마토', '마늘', '꽈리고추', '양파', '맛간장', '흰후추', '어간장', '설탕']","['200', '100', '100', '30', '50', '45', '30', '1', '15', '15']","['g', 'g', 'g', 'g', 'g', '개', 'g', 'g', 'g', 'g']"
토마토소고기찜,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00392_2.png,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00392_01.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00392_02.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00392_03.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00392_04.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00392_05.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00392_06.png']","['1. 당근, 양파, 샐러리는 사방 2cm 정도로\n잘라준다.', '2. 레몬은 껍질을 아주 곱게 채 썰어준다.', '3. 소고기는 사방 3cm 정도로 자르고 흰 후추를\n뿌려준다.', '4. 홀토마토는 먹기 좋게 부수어 준 후 볶아준다.', '5. 팬에 버터를 넣고 소고기부터 볶기 시작하다\n채소를 넣고 볶아준다. 이 때 두꺼운 채소부터\n볶아주는 것이 고기랑 익는 시간이 같아진다.', '6. 마지막에 다져 놓은 홀토마토를 넣고 함초소금\n으로 간을 한 후 레몬껍질을 올려서 마무리\n한다.']","['소고기우둔살', '샐러리', '당근', '양파 50g화이트와인', '홀토마토', '버터', '레몬', '흰후추', '파슬리가루', '함초소금']","['200', '40', '30', '25', '100', '20', '25', '1', '2', '1']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
맛간장삼치구이,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00393_2.png,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00393_01.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00393_02.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00393_03.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00393_04.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00393_05.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00393_06.png']","['1. 소스 재료를 이용해 맛 간장으로 만든 데리\n야끼소스를 만들어준다.', '2. 참치는 손질해 수분을 빼준 후 흰 후추로\n밑간을 해준다.', '3. 생강은 아주 곱게 채 썰어 냉수에 헹군다.', '4. 대파도 아주 가늘게 채 썰어서 냉수에 담가\n매운맛을 빼준다.', '5. 버터를 올린 팬에 삼치를 약불에서 구워준다.', '6. 구워진 참치를 소스에 졸여주고 대파채를\n올린다. 삼치에 소스를 뿌리고 생강채를 올려\n완성한다.']","['삼치', '생강', '대파', '통깨', '버터', '맛간장', '생강청', '커피']","['200', '50', '100', '1', '10', '30', '25', '1']","['g', 'g', 'g', 'g', '개', 'g', 'g', 'g']"
삼겹살꼬치구이,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00394_2.png,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00394_01.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00394_02.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00394_03.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00394_04.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00394_05.png']","['1. 삼겹살은 길이로 잘라서 마늘기름, 통후추,\n로즈마리에 마리네이드 해준다.', '2. 대파는 흰 부분만 잘라 구워주고, 꽈리고추도\n함께 구워준다.', '3. 대파는 가늘게 채 썰어 물에 담가준다.', '4. 물에 담가진 대파를 물기를 빼고 양념해준다.', '5. 삼겹살을 꼬치에 끼워 굽고 구워진 채소,\n대파채와 함께 완성한다.']","['삼겹살', '방울토마토', '마늘기름', '후추', '로즈마리', '통후추 2g대파', '마늘', '꽈리고추', '대파', '고춧가루', '레몬즙']","['200', '100', '15', '1', '1', '20', '10', '25', '25', '1', '2']","['g', 'g', 'g', 'g', 'g', 'g', 'g', '개', 'g', 'g', 'g']"
새우아욱죽,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00395_2.png,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00395_01.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00395_02.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00395_03.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00395_04.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00395_05.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00395_06.png']","['1. 저염 된장을 물 300cc에 풀어준 뒤 건새우를\n담가 30분 정도 담가준 뒤 살짝 끓여준다.', '2. 새우를 풀어준 된장 물을 체에 걸러준다.', '3. 아욱은 뜨거운 물에 데쳐서 먹기 좋게 썬다.', '4. 냄비에 밥과 된장 물을 풀어 끓인다.', '5. 어느 정도 끓으면 칵테일새우와 건져 놓았던\n새우를 다시 넣어준다.', '6. 불을 끄기 전에 아욱을 넣어 한 번 더 끓여준\n후 완성한다.']","['귀리밥', '아욱', '건새우', '칵테일새우', '저염 된장']","['100', '30', '25', '25', '30']","['g', 'g', 'g', 'g', 'g']"
까르보나라뇨끼,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00396_2.png,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00396_01.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00396_02.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00396_03.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00396_04.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00396_05.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00396_06.png']","['1. 감자를 슬라이스 하여 찜통에 찐 후 체에\n으깬다. 깻잎을 잘게 채 썰어서 냉수에 담가\n향을 빼준다.', '2. 베이컨을 한 번 데쳐내 송송 썰어준 후 다진\n마늘과 볶아준다.', '3. 으깬 감자와 깻잎을 다져서 반죽을 만들고\n엄지손가락 크기로 떼어 밀가루를 뿌리고,\n둥글게 빚은 후 포크로 자국을 내 뇨끼를 만든다.', '4. 만들어진 뇨끼를 삶아 건져준다.', '5. 팬에 버터를 넣고 다진양파, 다진마늘, 다진\n대파, 볶은 베이컨, 새송이, 흰후추를 볶다가\n우유와 생크림, 설탕을 넣고 끓여준다.', '6. 뇨끼를 넣어 한 번 더 끓여준 뒤 완성한다.']","['감자', '깻잎', '베이컨', '백일송이 25g다진마늘', '다진양파', '다진대파', '흰후추', '우유 200g생크림', '설탕', '치즈가루']","['220', '10', '25', '15', '25', '25', '3', '30', '10', '15']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
호박죽,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00397_2.png,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00397_01.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00397_02.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00397_03.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00397_04.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00397_05.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00397_06.png']","['1. 단호박은 껍질을 까고 작게 잘라주고, 양파도\n작게 잘라준다.', '2. 브로콜리는 뜨거운 물에 데쳐내 준 후 송송\n잘라준다.', '3. 찹쌀가루는 물 100g에 풀어준다.', '4. 단호박과 양파는 물 300g에 삶아준다.', '5. 단호박과 양파가 익으면 믹서에 갈아서 다시\n끓여준 뒤 찹쌀가루물을 넣어 끓여준다.', '6. 호박죽이 끓어오르면 치즈가루를 넣어준 후\n볶은 현미랑 완성한다.']","['단호박', '찹쌀가루', '브로콜리', '양파', '볶은 현미 25g버섯마늘소금', '흰후추', '치즈가루']","['200', '100', '50', '60', '2', '1', '15']","['g', 'g', 'g', 'g', 'g', 'g', 'g']"
라이스버거떡갈비,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00398_2.png,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00398_01.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00398_02.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00398_03.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00398_04.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00398_05.png', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/20_00398_06.png']","['1. 팽이버섯을 송송 다진 후 라이스버거 재료로\n라이스버거를 만들어준다.', '2. 만들어준 버거는 팬에 구워준다.', '3. 토마토와 미나리를 먹기 좋게 잘라서 겉절이를\n만들어준다.', '4. 떡갈비 재료로 떡 갈비를 만들어준다.', '5. 만들어진 떡갈비를 구워준다.', '6. 접시에 토마토 겉절이를 담고 라이스버거와\n떡갈비를 올려 완성한다.']","['밥', '맛간장', '전분가루', '팽이버섯', '흰후추', '달걀', '다진소고기', '다진돼지고기', '다진양파', '다진쪽파', '맛간장', '후추', '토마토', '미나리', '맛간장', '청고추', '홍고추']","['200', '15', '15', '20', '1', '60', '50', '50', '30', '15', '10', '1', '80', '20', '5', '15', '15']","['g', 'g', 'g', 'g', 'g', '개', 'g', 'g', 'g', 'g', 'g', '개', 'g', 'g', 'g', 'g', 'g']"
찬밥이용닭죽,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102057_1416273657171.jpg,"['http://www.foodsafetykorea.go.kr/uploadimg/cook/673-1.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/673-2.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/673-3.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/673-4.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/673-5.jpg', 'http://www.foodsafetykorea.go.kr/uploadimg/cook/673-6.jpg']","['1. 닭다리는 기름기를 제거하고 냄비에 물 3컵 반을 부어 통마늘과 삶아 육수를 만든다.', '2. 삶은 마늘을 체에 걸러 으깬 뒤 다시 육수에 넣는다.', '3. 닭 육수 2컵 반에 찬밥을 넣고 밥알이 무르도록 끓인다.', '4. 삶은 닭다리 살을 발라 잘게 찢어 넣는다.', '5. 감자, 양파, 당근, 부추는 잘게 다진다.', '6. 4에 5를 넣고 끓인 뒤 소금, 후춧가루로 간 한다.']","['찬밥', '닭다리살', '감자', '통마늘', '양파', '당근', '부추', '물', '소금', '후춧가루']","['60', '80', '30', '15', '10', '8', '5', '700', '075', '03']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']"
